source_domain,target_domain,dataset_label
rip.trendolizer.com,newyork.trendolizer.com,Politifact_Fake
rip.trendolizer.com,gaming.trendolizer.com,Politifact_Fake
rip.trendolizer.com,pegida.trendolizer.com,Politifact_Fake
rip.trendolizer.com,aviation.trendolizer.com,Politifact_Fake
rip.trendolizer.com,green.trendolizer.com,Politifact_Fake
foxnews.com,youtube.com,Politifact_Fake
foxnews.com,press.foxnews.com,Politifact_Fake
foxnews.com,nation.foxnews.com,Politifact_Fake
foxnews.com,foxadvertising.com,Politifact_Fake
foxnews.com,radio.foxnews.com,Politifact_Fake
foxnews.com,foxsports.com,Politifact_Fake
foxnews.com,shop.foxnews.com,Politifact_Fake
foxnews.com,noticias.foxnews.com,Politifact_Fake
foxnews.com,flipboard.com,Politifact_Fake
foxnews.com,fox.com,Politifact_Fake
foxnews.com,outkick.com,Politifact_Fake
foxnews.com,open.spotify.com,Politifact_Fake
foxnews.com,help.foxnews.com,Politifact_Fake
foxnews.com,foxweather.com,Politifact_Fake
foxnews.com,foxnews.slack.com,Politifact_Fake
foxnews.com,video.foxnews.com,Politifact_Fake
foxnews.com,lipperalpha.refinitiv.com,Politifact_Fake
foxnews.com,foxcareers.com,Politifact_Fake
foxnews.com,foxbusiness.com,Politifact_Fake
patriotnetwork.one,wordpress.org,Politifact_Fake
patriotnetwork.one,mhthemes.com,Politifact_Fake
patriotnetwork.one,addtoany.com,Politifact_Fake
disaster.trendolizer.com,simpsons.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,scientists.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,ello.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,trendolizer.com,Politifact_Fake
disaster.trendolizer.com,mustsee.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,space.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,dashcam.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,katyperry.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,tedcruz.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,vlaamsemedia.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,thetimestimes.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,australia.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,vineyard.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,southafrica.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,drugs.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,lifehacks.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,ebola.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,gamergate.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,disney.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,awards.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,althealth.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,blogs.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,newyork.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,gaming.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,pegida.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,green.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,crowdfunding.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,conspiracy.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,android.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,bigbrother.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,rip.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,creationism.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,quiz.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,religion.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,russia.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,harrypotter.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,bitcoin.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,racism.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,chrischristie.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,starwars.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,nederlandsemedia.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,comics.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,fake.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,canada.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,hoax.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,taylorswift.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,cancer.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,wearables.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,uk.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,germany.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,apple.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,aviation.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,carbuying.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,belgium.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,feminism.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,windows10.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,mikehuckabee.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,marcorubio.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,tech.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,ukip.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,military.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,bencarson.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,politics.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,indyref.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,mittromney.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,kardashians.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,kaboom.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,gadgets.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,bond.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,history.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,terrorism.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,fastfood.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,syria.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,putin.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,warren.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,gunrights.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,gopro.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,blog.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,celebs.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,southpark.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,fail.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,scottwalker.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,randpaul.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,virtualreality.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,hillaryclinton.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,pranks.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,nato.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,animals.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,nascar.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,trailerzone.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,tv.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,bettercallsaul.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,iraq.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,get.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,jebbush.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,funny.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,adrenalin.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,parenting.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,atheism.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,greece.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,teslaspacex.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,rumors.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,israel.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,kurdistan.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,un.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,food.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,bieber.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,palestine.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,polls.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,isis.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,fashion.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,thelastlineofdefense.org,Politifact_Fake
disaster.trendolizer.com,plague.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,opencalais.com,Politifact_Fake
disaster.trendolizer.com,drones.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,movies.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,beyonce.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,dailymotion.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,leweb.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,cars.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,books.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,disqus.com,Politifact_Fake
disaster.trendolizer.com,obama.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,mostwatched.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,finance.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,vaccines.trendolizer.com,Politifact_Fake
disaster.trendolizer.com,shellshock.trendolizer.com,Politifact_Fake
nypost.com,dailymail.co.uk,Politifact_Fake
nypost.com,x.com,Politifact_Fake
nypost.com,play.google.com,Politifact_Fake
nypost.com,wpvip.com,Politifact_Fake
nypost.com,info.wrightsmedia.com,Politifact_Fake
nypost.com,nypost.pressreader.com,Politifact_Fake
nypost.com,youtube.com,Politifact_Fake
nypost.com,pagesix.com,Politifact_Fake
nypost.com,tiktok.com,Politifact_Fake
nypost.com,itunes.apple.com,Politifact_Fake
nypost.com,decider.com,Politifact_Fake
nypost.com,podcasts.apple.com,Politifact_Fake
freedomdaily.com,play.google.com,Politifact_Fake
freedomdaily.com,google.com,Politifact_Fake
freedomdaily.com,link.myshortlink.org,Politifact_Fake
freedomdaily.com,20.detik.com,Politifact_Fake
freedomdaily.com,ichizakitchen.com,Politifact_Fake
freedomdaily.com,inet.detik.com,Politifact_Fake
freedomdaily.com,appgallery5.huawei.com,Politifact_Fake
freedomdaily.com,apps.apple.com,Politifact_Fake
thegoldwater.com,wrongthink.net,Politifact_Fake
thegoldwater.com,youtube.com,Politifact_Fake
thegoldwater.com,medium.com,Politifact_Fake
thegoldwater.com,theeventchronicle.com,Politifact_Fake
thegoldwater.com,media.8ch.net,Politifact_Fake
thegoldwater.com,gs.smuglo.li,Politifact_Fake
thegoldwater.com,shitposter.club,Politifact_Fake
thegoldwater.com,thegoldwater.tumblr.com,Politifact_Fake
rollingstone.com,indiewire.com,Politifact_Fake
rollingstone.com,goldderby.com,Politifact_Fake
rollingstone.com,pmc.com,Politifact_Fake
rollingstone.com,stylecaster.com,Politifact_Fake
rollingstone.com,tiktok.com,Politifact_Fake
rollingstone.com,sheknows.com,Politifact_Fake
rollingstone.com,hollywoodreporter.com,Politifact_Fake
rollingstone.com,sportico.com,Politifact_Fake
rollingstone.com,tvline.com,Politifact_Fake
rollingstone.com,vip.wordpress.com,Politifact_Fake
rollingstone.com,sourcingjournal.com,Politifact_Fake
rollingstone.com,variety.com,Politifact_Fake
rollingstone.com,optout.aboutads.info,Politifact_Fake
rollingstone.com,deadline.com,Politifact_Fake
rollingstone.com,nydailynews.com,Politifact_Fake
rollingstone.com,theflowspace.com,Politifact_Fake
rollingstone.com,wwd.com,Politifact_Fake
rollingstone.com,artforum.com,Politifact_Fake
rollingstone.com,billboard.com,Politifact_Fake
rollingstone.com,vibe.com,Politifact_Fake
rollingstone.com,brandstudio.rollingstone.com,Politifact_Fake
rollingstone.com,artnews.com,Politifact_Fake
rollingstone.com,soaps.sheknows.com,Politifact_Fake
rollingstone.com,blogher.com,Politifact_Fake
rollingstone.com,youtube.com,Politifact_Fake
pegida.trendolizer.com,shellshock.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,simpsons.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,scientists.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,ello.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,trendolizer.com,Politifact_Fake
pegida.trendolizer.com,mustsee.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,space.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,dashcam.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,katyperry.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,tedcruz.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,thetimestimes.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,nederlandsemedia.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,vineyard.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,southafrica.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,comics.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,fake.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,drugs.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,lifehacks.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,ebola.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,dailypostfeed.com,Politifact_Fake
pegida.trendolizer.com,disney.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,awards.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,althealth.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,newyork.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,gaming.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,aviation.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,green.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,windows10.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,conspiracy.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,android.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,bigbrother.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,rip.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,creationism.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,quiz.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,military.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,religion.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,russia.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,harrypotter.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,bitcoin.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,racism.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,chrischristie.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,starwars.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,canada.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,hoax.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,taylorswift.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,cancer.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,wearables.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,uk.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,germany.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,scottwalker.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,apple.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,carbuying.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,belgium.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,feminism.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,nato.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,mikehuckabee.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,marcorubio.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,ukip.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,tech.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,bencarson.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,politics.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,indyref.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,mittromney.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,kardashians.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,teslaspacex.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,kaboom.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,gadgets.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,bond.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,un.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,history.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,terrorism.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,isis.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,fastfood.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,syria.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,putin.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,warren.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,gunrights.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,gopro.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,blog.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,celebs.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,southpark.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,fail.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,randpaul.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,virtualreality.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,hillaryclinton.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,pranks.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,animals.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,nascar.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,trailerzone.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,tv.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,disaster.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,bettercallsaul.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,vlaamsemedia.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,iraq.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,get.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,australia.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,jebbush.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,funny.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,adrenalin.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,parenting.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,atheism.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,greece.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,rumors.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,israel.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,kurdistan.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,gamergate.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,food.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,bieber.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,palestine.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,polls.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,blogs.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,fashion.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,plague.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,opencalais.com,Politifact_Fake
pegida.trendolizer.com,drones.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,movies.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,beyonce.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,dailymotion.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,leweb.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,crowdfunding.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,cars.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,books.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,disqus.com,Politifact_Fake
pegida.trendolizer.com,obama.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,mostwatched.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,finance.trendolizer.com,Politifact_Fake
pegida.trendolizer.com,vaccines.trendolizer.com,Politifact_Fake
usamirrornews.com,sedo.com,Politifact_Fake
wilmingtonfilm.com,wilmingtonnc.gov,Politifact_Fake
wilmingtonfilm.com,lighthousefilms.com,Politifact_Fake
wilmingtonfilm.com,enterprise.com,Politifact_Fake
wilmingtonfilm.com,icg600.com,Politifact_Fake
wilmingtonfilm.com,uncw.edu,Politifact_Fake
wilmingtonfilm.com,portcityfilms.com,Politifact_Fake
wilmingtonfilm.com,cinespace.com,Politifact_Fake
wilmingtonfilm.com,darkhorsestudios.com,Politifact_Fake
wilmingtonfilm.com,sageisland.com,Politifact_Fake
wilmingtonfilm.com,arrivehotels.com,Politifact_Fake
wilmingtonfilm.com,mooreprofessionaltherapy.com,Politifact_Fake
wilmingtonfilm.com,portcitysigns.com,Politifact_Fake
wilmingtonfilm.com,homewoodsuites3.hilton.com,Politifact_Fake
wilmingtonfilm.com,cinelease.com,Politifact_Fake
wilmingtonfilm.com,hilton.com,Politifact_Fake
wilmingtonfilm.com,cucalorus.org,Politifact_Fake
wilmingtonfilm.com,rentajohninc.com,Politifact_Fake
wilmingtonfilm.com,iatse491.com,Politifact_Fake
wilmingtonfilm.com,nhcgov.com,Politifact_Fake
wilmingtonfilm.com,pendercountync.gov,Politifact_Fake
ladylibertysnews.com,sedo.com,Politifact_Fake
sciencevibe.com,t.me,Politifact_Fake
sciencevibe.com,wa.me,Politifact_Fake
sciencevibe.com,secure.livechatenterprise.com,Politifact_Fake
breitbart.com,dhs.gov,Politifact_Fake
breitbart.com,federalregister.gov,Politifact_Fake
breitbart.com,aclu.org,Politifact_Fake
breitbart.com,youtube.com,Politifact_Fake
breitbart.com,truthsocial.com,Politifact_Fake
breitbart.com,cis.org,Politifact_Fake
breitbart.com,accuweather.com,Politifact_Fake
breitbart.com,feeds.feedburner.com,Politifact_Fake
breitbart.com,x.com,Politifact_Fake
archives.gov,eservices.archives.gov,Politifact_Fake
archives.gov,catalog.archives.gov,Politifact_Fake
archives.gov,usa.gov,Politifact_Fake
archives.gov,addtoany.com,Politifact_Fake
archives.gov,nationalarchivesstore.org,Politifact_Fake
archives.gov,visit.archives.gov,Politifact_Fake
archives.gov,archivesfoundation.org,Politifact_Fake
archives.gov,federalregister.gov,Politifact_Fake
newsbreakshere.com,above.com,Politifact_Fake
newsbreakshere.com,sedo.com,Politifact_Fake
inspiringday.com,hugedomains.com,Politifact_Fake
bbc.com,account.bbc.com,Politifact_Fake
bbc.com,bbc.co.uk,Politifact_Fake
now8news.com,mhthemes.com,Politifact_Fake
newstarget.com,usa.life,Politifact_Fake
newstarget.com,mewe.com,Politifact_Fake
newstarget.com,youtube.com,Politifact_Fake
newstarget.com,puresocialnetwork.com,Politifact_Fake
newstarget.com,healthrangerstore.com,Politifact_Fake
newstarget.com,addtoany.com,Politifact_Fake
newstarget.com,brighteon.com,Politifact_Fake
newstarget.com,gettr.com,Politifact_Fake
newstarget.com,support.naturalnews.com,Politifact_Fake
newstarget.com,brighteon.social,Politifact_Fake
newstarget.com,parler.com,Politifact_Fake
newstarget.com,gab.com,Politifact_Fake
newstarget.com,freetalk.app,Politifact_Fake
politicalmayhem.news,bebemur.com,Politifact_Fake
politicalmayhem.news,themecentury.com,Politifact_Fake
nypost.com,wcyb.com,Politifact_Fake
nypost.com,usatoday.com,Politifact_Fake
nypost.com,x.com,Politifact_Fake
nypost.com,play.google.com,Politifact_Fake
nypost.com,wpvip.com,Politifact_Fake
nypost.com,info.wrightsmedia.com,Politifact_Fake
nypost.com,nypost.pressreader.com,Politifact_Fake
nypost.com,youtube.com,Politifact_Fake
nypost.com,pagesix.com,Politifact_Fake
nypost.com,tiktok.com,Politifact_Fake
nypost.com,itunes.apple.com,Politifact_Fake
nypost.com,decider.com,Politifact_Fake
nypost.com,podcasts.apple.com,Politifact_Fake
blogs.trendolizer.com,cars.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,books.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,disqus.com,Politifact_Fake
blogs.trendolizer.com,obama.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,mostwatched.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,finance.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,ukip.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,vaccines.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,shellshock.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,simpsons.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,scientists.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,ello.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,trendolizer.com,Politifact_Fake
blogs.trendolizer.com,mustsee.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,space.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,dashcam.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,katyperry.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,tedcruz.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,vlaamsemedia.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,thetimestimes.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,australia.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,vineyard.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,southafrica.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,drugs.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,lifehacks.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,ebola.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,gamergate.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,disney.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,awards.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,althealth.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,newyork.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,gaming.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,pegida.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,green.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,crowdfunding.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,conspiracy.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,android.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,bigbrother.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,rip.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,creationism.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,quiz.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,religion.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,russia.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,bitcoin.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,racism.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,chrischristie.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,starwars.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,nederlandsemedia.trendolizer.com,Politifact_Fake
blogs.trendolizer.com,comics.trendolizer.com,Politifact_Fake
